gw,player_id,player_name,team,position,position_id,cost,prob_appearance,xp,squad,lineup,captain,vice_captain,transfer_in,transfer_out
23,275,Leno,Fulham,GKP,1,4.8,0.95,3.83,1.0,1.0,0.0,0.0,0.0,0.0
23,506,Pedro Porro,Spurs,DEF,2,5.9,0.94,3.97,1.0,1.0,0.0,0.0,0.0,0.0
23,369,Walker,Man City,DEF,2,5.4,0.94,3.74,1.0,1.0,0.0,0.0,0.0,0.0
23,129,Dunk,Brighton,DEF,2,5.0,0.93,3.7,1.0,1.0,0.0,0.0,0.0,0.0
23,19,Saka,Arsenal,MID,3,9.1,0.94,5.68,1.0,1.0,1.0,0.0,0.0,0.0
23,373,B.Fernandes,Man Utd,MID,3,8.2,0.89,5.51,1.0,1.0,0.0,1.0,1.0,0.0
23,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.19,1.0,1.0,0.0,0.0,0.0,0.0
23,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.07,1.0,1.0,0.0,0.0,0.0,0.0
23,60,Watkins,Aston Villa,FWD,4,8.9,0.94,5.17,1.0,1.0,0.0,0.0,0.0,0.0
23,117,Toney,Brentford,FWD,4,8.0,0.93,4.93,1.0,1.0,0.0,0.0,0.0,0.0
23,343,J.Alvarez,Man City,FWD,4,7.0,0.94,4.5,1.0,1.0,0.0,0.0,0.0,0.0
23,230,Johnstone,Crystal Palace,GKP,1,4.5,0.7,3.52,1.0,0.0,0.0,0.0,0.0,0.0
23,342,Aké,Man City,DEF,2,5.0,0.86,3.63,1.0,0.0,0.0,0.0,0.0,0.0
23,112,Pinnock,Brentford,DEF,2,4.6,0.94,2.78,1.0,0.0,0.0,0.0,0.0,0.0
23,126,Caicedo,Chelsea,MID,3,4.5,0.87,2.97,1.0,0.0,0.0,0.0,0.0,0.0
23,526,Bowen,West Ham,MID,3,8.1,0.94,5.07,0.0,0.0,0.0,0.0,0.0,1.0
24,101,Flekken,Brentford,GKP,1,4.5,0.95,3.79,1.0,1.0,0.0,0.0,1.0,0.0
24,369,Walker,Man City,DEF,2,5.4,0.94,4.48,1.0,1.0,0.0,0.0,0.0,0.0
24,342,Aké,Man City,DEF,2,5.0,0.86,4.46,1.0,1.0,0.0,0.0,0.0,0.0
24,112,Pinnock,Brentford,DEF,2,4.6,0.94,3.94,1.0,1.0,0.0,0.0,0.0,0.0
24,19,Saka,Arsenal,MID,3,9.1,0.94,5.64,1.0,1.0,1.0,0.0,0.0,0.0
24,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.22,1.0,1.0,0.0,0.0,0.0,0.0
24,373,B.Fernandes,Man Utd,MID,3,8.2,0.89,5.06,1.0,1.0,0.0,0.0,0.0,0.0
24,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.0,1.0,1.0,0.0,0.0,0.0,0.0
24,117,Toney,Brentford,FWD,4,8.0,0.93,5.46,1.0,1.0,0.0,1.0,0.0,0.0
24,60,Watkins,Aston Villa,FWD,4,8.9,0.94,5.1,1.0,1.0,0.0,0.0,0.0,0.0
24,343,J.Alvarez,Man City,FWD,4,7.0,0.94,4.76,1.0,1.0,0.0,0.0,0.0,0.0
24,275,Leno,Fulham,GKP,1,4.8,0.95,3.78,1.0,0.0,0.0,0.0,0.0,0.0
24,506,Pedro Porro,Spurs,DEF,2,5.9,0.94,3.87,1.0,0.0,0.0,0.0,0.0,0.0
24,129,Dunk,Brighton,DEF,2,5.0,0.93,2.82,1.0,0.0,0.0,0.0,0.0,0.0
24,126,Caicedo,Chelsea,MID,3,4.5,0.87,2.86,1.0,0.0,0.0,0.0,0.0,0.0
24,230,Johnstone,Crystal Palace,GKP,1,4.5,0.7,3.51,0.0,0.0,0.0,0.0,0.0,1.0
25,101,Flekken,Brentford,GKP,1,4.5,0.95,6.66,1.0,1.0,0.0,0.0,0.0,0.0
25,369,Walker,Man City,DEF,2,5.4,0.94,7.49,1.0,1.0,0.0,0.0,0.0,0.0
25,342,Aké,Man City,DEF,2,5.0,0.86,7.44,1.0,1.0,0.0,0.0,0.0,0.0
25,112,Pinnock,Brentford,DEF,2,4.6,0.94,6.1,1.0,1.0,0.0,0.0,0.0,0.0
25,308,Salah,Liverpool,MID,3,13.1,0.93,7.46,1.0,1.0,0.0,0.0,1.0,0.0
25,373,B.Fernandes,Man Utd,MID,3,8.2,0.89,5.72,1.0,1.0,0.0,0.0,0.0,0.0
25,19,Saka,Arsenal,MID,3,9.1,0.94,5.71,1.0,1.0,0.0,0.0,0.0,0.0
25,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.24,1.0,1.0,0.0,0.0,0.0,0.0
25,117,Toney,Brentford,FWD,4,8.0,0.93,10.32,1.0,1.0,1.0,0.0,0.0,0.0
25,343,J.Alvarez,Man City,FWD,4,7.0,0.94,8.57,1.0,1.0,0.0,1.0,0.0,0.0
25,60,Watkins,Aston Villa,FWD,4,8.9,0.94,5.15,1.0,1.0,0.0,0.0,0.0,0.0
25,275,Leno,Fulham,GKP,1,4.8,0.95,3.74,1.0,0.0,0.0,0.0,0.0,0.0
25,506,Pedro Porro,Spurs,DEF,2,5.9,0.94,4.56,1.0,0.0,0.0,0.0,0.0,0.0
25,129,Dunk,Brighton,DEF,2,5.0,0.93,3.24,1.0,0.0,0.0,0.0,0.0,0.0
25,126,Caicedo,Chelsea,MID,3,4.5,0.87,2.71,1.0,0.0,0.0,0.0,0.0,0.0
25,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.35,0.0,0.0,0.0,0.0,0.0,1.0
26,275,Leno,Fulham,GKP,1,4.8,0.95,3.91,1.0,1.0,0.0,0.0,0.0,0.0
26,5,Gabriel,Arsenal,DEF,2,5.0,0.93,4.4,1.0,1.0,0.0,0.0,1.0,0.0
26,342,Aké,Man City,DEF,2,5.0,0.86,3.97,1.0,1.0,0.0,0.0,0.0,0.0
26,129,Dunk,Brighton,DEF,2,5.0,0.93,3.86,1.0,1.0,0.0,0.0,0.0,0.0
26,308,Salah,Liverpool,MID,3,13.1,0.95,7.42,1.0,1.0,1.0,0.0,0.0,0.0
26,19,Saka,Arsenal,MID,3,9.1,0.94,6.26,1.0,1.0,0.0,1.0,0.0,0.0
26,373,B.Fernandes,Man Utd,MID,3,8.2,0.89,6.16,1.0,1.0,0.0,0.0,0.0,0.0
26,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,5.16,1.0,1.0,0.0,0.0,0.0,0.0
26,60,Watkins,Aston Villa,FWD,4,8.9,0.94,6.1,1.0,1.0,0.0,0.0,0.0,0.0
26,117,Toney,Brentford,FWD,4,8.0,0.93,5.6,1.0,1.0,0.0,0.0,0.0,0.0
26,343,J.Alvarez,Man City,FWD,4,7.0,0.94,4.42,1.0,1.0,0.0,0.0,0.0,0.0
26,101,Flekken,Brentford,GKP,1,4.5,0.95,3.4,1.0,0.0,0.0,0.0,0.0,0.0
26,112,Pinnock,Brentford,DEF,2,4.6,0.94,3.46,1.0,0.0,0.0,0.0,0.0,0.0
26,506,Pedro Porro,Spurs,DEF,2,5.9,0.94,3.27,1.0,0.0,0.0,0.0,0.0,0.0
26,126,Caicedo,Chelsea,MID,3,4.5,0.87,3.0,1.0,0.0,0.0,0.0,0.0,0.0
26,369,Walker,Man City,DEF,2,5.4,0.94,3.95,0.0,0.0,0.0,0.0,0.0,1.0
27,275,Leno,Fulham,GKP,1,4.8,0.95,3.78,1.0,1.0,0.0,0.0,0.0,0.0
27,506,Pedro Porro,Spurs,DEF,2,5.9,0.94,4.71,1.0,1.0,0.0,0.0,0.0,0.0
27,5,Gabriel,Arsenal,DEF,2,5.0,0.93,4.08,1.0,1.0,0.0,0.0,0.0,0.0
27,342,Aké,Man City,DEF,2,5.0,0.86,3.98,1.0,1.0,0.0,0.0,0.0,0.0
27,308,Salah,Liverpool,MID,3,13.1,0.95,7.63,1.0,1.0,1.0,0.0,0.0,0.0
27,19,Saka,Arsenal,MID,3,9.1,0.94,5.99,1.0,1.0,0.0,1.0,0.0,0.0
27,14,Ødegaard,Arsenal,MID,3,8.5,0.92,5.61,1.0,1.0,0.0,0.0,1.0,0.0
27,664,Ward-Prowse,West Ham,MID,3,6.0,0.94,4.96,1.0,1.0,0.0,0.0,0.0,0.0
